FCS_HEADER_ID	PARAMETER_NUMBER	PNN_PREFERRED	PNN_REPORTED	PNS_PREFERRED	PNS_REPORTED
217909	4	SSC	SSC-H	SSC	SSC-H
217909	7		ECD-A	hCD2	CD2
217909	9		PE-Cy7-A	hCD1C	CD1c
217909	11		Alexa Fluor 700-A	hHLA-DRA	DR
217910	3	SSC	SSC-A	SSC	SSC-A
217910	13		Pacific Blue-A	hPDCD1	PD-1
217911	5		FITC-A	hIGHD	IgD
217911	9		PE-Cy7-A	hCD38	CD38
217911	10		APC-A	hSDC1	CD138
217911	14		Pacific Orange-A		VIVID
217911	15		Time		Time
217912	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217913	9		PE-Cy7-A	hCD1C	CD1c
217913	11		Alexa Fluor 700-A	hHLA-DRA	DR
217913	13		Pacific Blue-A	hCD86	CD86
217914	5		FITC-A	hCXCR5	CXCR5
217916	4	SSC	SSC-H	SSC	SSC-H
217916	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217916	15		Time		Time
217917	2		FSC-H		FSC-H
217917	4	SSC	SSC-H	SSC	SSC-H
217917	11		Alexa Fluor 700-A	hHLA-DRA	DR
217917	9		PE-Cy7-A	hCD1C	CD1c
217917	15		Time		Time
217918	1		FSC-A		FSC-A
217918	4	SSC	SSC-H	SSC	SSC-H
217918	8		PE-Cy5-A	hCXCR3	CXCR3
217918	9		PE-Cy7-A	hICOS	ICOS
217918	14		Pacific Orange-A		VIVID
217919	1		FSC-A		FSC-A
217919	7		ECD-A	hCD19	CD19
217920	4	SSC	SSC-H	SSC	SSC-H
217920	7		ECD-A	hCD2	CD2
217920	10		APC-A	hSECISBP2L	SLAN
217921	5		FITC-A		LIN-1
217921	9		PE-Cy7-A	hCD1C	CD1c
217921	14		Pacific Orange-A		VIVID
217922	3	SSC	SSC-A	SSC	SSC-A
217922	5		FITC-A	hCXCR5	CXCR5
217922	8		PE-Cy5-A	hCXCR3	CXCR3
217922	13		Pacific Blue-A	hPDCD1	PD-1
217924	3	SSC	SSC-A	SSC	SSC-A
217924	15		Time		Time
217925	11		Alexa Fluor 700-A	hHLA-DRA	DR
217926	3	SSC	SSC-A	SSC	SSC-A
217926	10		APC-A	hCD8A	CD8
217927	1		FSC-A		FSC-A
217930	2		FSC-H		FSC-H
217930	5		FITC-A	hCXCR5	CXCR5
217930	7		ECD-A	hPTPRC/iso:h6	CD45RA
217928	1		FSC-A		FSC-A
217928	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217929	1		FSC-A		FSC-A
217929	11		Alexa Fluor 700-A	hHLA-DRA	DR
217931	15		Time		Time
217932	9		PE-Cy7-A	hCCR7	CCR7
217932	15		Time		Time
217933	12		APC-H7-A	hITGAX	CD11c
217934	7		ECD-A	hPTPRC/iso:h6	CD45RA
217935	4	SSC	SSC-H	SSC	SSC-H
217935	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217935	12		APC-H7-A	hCD27	CD27
217936	4	SSC	SSC-H	SSC	SSC-H
217936	5		FITC-A		CXC3CR1
217936	8		PE-Cy5-A	hCD40	CD40
217936	13		Pacific Blue-A	hCD86	CD86
217936	15		Time		Time
217937	3	SSC	SSC-A	SSC	SSC-A
217937	7		ECD-A	hCD2	CD2
217938	3	SSC	SSC-A	SSC	SSC-A
217938	9		PE-Cy7-A	hICOS	ICOS
217939	12		APC-H7-A	hCD27	CD27
217940	4	SSC	SSC-H	SSC	SSC-H
217941	3	SSC	SSC-A	SSC	SSC-A
217941	5		FITC-A		LIN-1
217942	3	SSC	SSC-A	SSC	SSC-A
217942	13		Pacific Blue-A	hPDCD1	PD-1
217944	1		FSC-A		FSC-A
217944	2		FSC-H		FSC-H
217944	8		PE-Cy5-A	hCD40	CD40
217945	14		Pacific Orange-A		VIVID
217946	4	SSC	SSC-H	SSC	SSC-H
217947	1		FSC-A		FSC-A
217948	10		APC-A	hSECISBP2L	SLAN
217948	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217948	15		Time		Time
217949	15		Time		Time
217950	5		FITC-A	hCXCR5	CXCR5
217950	11		Alexa Fluor 700-A	hCD3E	CD3
217951	3	SSC	SSC-A	SSC	SSC-A
217951	10		APC-A	hSDC1	CD138
217951	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217951	15		Time		Time
217953	1		FSC-A		FSC-A
217953	3	SSC	SSC-A	SSC	SSC-A
217953	11		Alexa Fluor 700-A	hHLA-DRA	DR
217953	13		Pacific Blue-A	hCD86	CD86
217954	8		PE-Cy5-A	hCXCR3	CXCR3
217955	9		PE-Cy7-A	hCD38	CD38
217957	5		FITC-A		LIN-1
217958	3	SSC	SSC-A	SSC	SSC-A
217958	11		Alexa Fluor 700-A	hCD3E	CD3
217957	11		Alexa Fluor 700-A	hHLA-DRA	DR
217957	12		APC-H7-A	hITGAX	CD11c
217575	6		PE-A	hCD24	CD24
217578	1		FSC-A		FSC-A
217578	12		APC-H7-A	hCD4	CD4
217579	1		FSC-A		FSC-A
217579	7		ECD-A	hCD19	CD19
217580	3	SSC	SSC-A	SSC	SSC-A
217580	5		FITC-A		CXC3CR1
217581	3	SSC	SSC-A	SSC	SSC-A
217582	4	SSC	SSC-H	SSC	SSC-H
217584	8		PE-Cy5-A	hCD40	CD40
217584	10		APC-A	hSECISBP2L	SLAN
217585	3	SSC	SSC-A	SSC	SSC-A
217585	4	SSC	SSC-H	SSC	SSC-H
217586	8		PE-Cy5-A	hCXCR3	CXCR3
217587	1		FSC-A		FSC-A
217588	7		ECD-A	hCD2	CD2
217589	15		Time		Time
217590	4	SSC	SSC-H	SSC	SSC-H
217590	5		FITC-A	hCXCR5	CXCR5
217590	6		PE-A	hCCR6	CCR6
217590	8		PE-Cy5-A	hCXCR3	CXCR3
217590	10		APC-A	hCD8A	CD8
217591	4	SSC	SSC-H	SSC	SSC-H
217591	14		Pacific Orange-A		VIVID
217592	5		FITC-A		CXC3CR1
217592	8		PE-Cy5-A	hCD40	CD40
217592	10		APC-A	hSECISBP2L	SLAN
217593	1		FSC-A		FSC-A
217594	8		PE-Cy5-A	hCXCR3	CXCR3
217594	10		APC-A	hCD8A	CD8
217595	4	SSC	SSC-H	SSC	SSC-H
217595	13		Pacific Blue-A	hCD86	CD86
217596	3	SSC	SSC-A	SSC	SSC-A
217596	7		ECD-A	hCD2	CD2
217596	10		APC-A	hSECISBP2L	SLAN
217596	15		Time		Time
217597	3	SSC	SSC-A	SSC	SSC-A
217597	12		APC-H7-A	hITGAX	CD11c
217599	5		FITC-A	hIGHD	IgD
217599	10		APC-A	hSDC1	CD138
217599	12		APC-H7-A	hCD27	CD27
217600	10		APC-A	hSECISBP2L	SLAN
217601	3	SSC	SSC-A	SSC	SSC-A
217601	7		ECD-A	hCD2	CD2
217601	11		Alexa Fluor 700-A	hHLA-DRA	DR
217602	7		ECD-A	hPTPRC/iso:h6	CD45RA
217602	9		PE-Cy7-A	hICOS	ICOS
217602	12		APC-H7-A	hCD4	CD4
217603	4	SSC	SSC-H	SSC	SSC-H
217603	15		Time		Time
217604	15		Time		Time
217605	10		APC-A	hTHBD	BDCA-3
217606	10		APC-A	hCD8A	CD8
217607	7		ECD-A	hCD19	CD19
217607	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217608	1		FSC-A		FSC-A
217608	5		FITC-A		CXC3CR1
217608	6		PE-A	hCD14	CD14
217608	8		PE-Cy5-A	hCD40	CD40
217608	9		PE-Cy7-A	hCCR7	CCR7
217608	10		APC-A	hSECISBP2L	SLAN
217608	13		Pacific Blue-A	hCD86	CD86
217609	1		FSC-A		FSC-A
217610	8		PE-Cy5-A	hCXCR3	CXCR3
217610	12		APC-H7-A	hCD4	CD4
217611	3	SSC	SSC-A	SSC	SSC-A
217612	2		FSC-H		FSC-H
217612	4	SSC	SSC-H	SSC	SSC-H
217612	15		Time		Time
217613	4	SSC	SSC-H	SSC	SSC-H
217613	14		Pacific Orange-A		VIVID
217614	12		APC-H7-A	hCD4	CD4
217615	5		FITC-A	hIGHD	IgD
217615	6		PE-A	hCD24	CD24
217615	7		ECD-A	hCD19	CD19
217615	8		PE-Cy5-A	hMS4A1	CD20
217616	8		PE-Cy5-A	hCD40	CD40
217617	11		Alexa Fluor 700-A	hHLA-DRA	DR
217617	12		APC-H7-A	hITGAX	CD11c
217618	3	SSC	SSC-A	SSC	SSC-A
217618	7		ECD-A	hPTPRC/iso:h6	CD45RA
217619	1		FSC-A		FSC-A
217619	8		PE-Cy5-A	hMS4A1	CD20
217620	11		Alexa Fluor 700-A	hHLA-DRA	DR
217620	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217621	2		FSC-H		FSC-H
217621	5		FITC-A		LIN-1
217621	14		Pacific Orange-A		VIVID
217622	1		FSC-A		FSC-A
217622	15		Time		Time
217623	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217623	13		Pacific Blue-A	hCD86	CD86
217624	5		FITC-A		CXC3CR1
217624	6		PE-A	hCD14	CD14
217625	1		FSC-A		FSC-A
217625	9		PE-Cy7-A	hCD1C	CD1c
217626	5		FITC-A	hCXCR5	CXCR5
217626	6		PE-A	hCCR6	CCR6
217627	13		Pacific Blue-A	hCD86	CD86
217627	15		Time		Time
217628	2		FSC-H		FSC-H
217629	15		Time		Time
217630	13		Pacific Blue-A	hPDCD1	PD-1
217632	5		FITC-A		CXC3CR1
217632	13		Pacific Blue-A	hCD86	CD86
217634	11		Alexa Fluor 700-A	hCD3E	CD3
217634	14		Pacific Orange-A		VIVID
217634	15		Time		Time
217635	7		ECD-A	hCD19	CD19
217635	14		Pacific Orange-A		VIVID
217637	1		FSC-A		FSC-A
217637	3	SSC	SSC-A	SSC	SSC-A
217637	11		Alexa Fluor 700-A	hHLA-DRA	DR
217637	13		Pacific Blue-A	hCD86	CD86
217638	15		Time		Time
217639	2		FSC-H		FSC-H
217640	1		FSC-A		FSC-A
217641	5		FITC-A		LIN-1
217641	7		ECD-A	hCD2	CD2
217642	2		FSC-H		FSC-H
217643	6		PE-A	hCD24	CD24
217644	9		PE-Cy7-A	hCCR7	CCR7
217644	10		APC-A	hSECISBP2L	SLAN
217645	2		FSC-H		FSC-H
217645	5		FITC-A		LIN-1
217645	7		ECD-A	hCD2	CD2
217645	12		APC-H7-A	hITGAX	CD11c
217645	13		Pacific Blue-A	hCD86	CD86
217646	11		Alexa Fluor 700-A	hCD3E	CD3
217647	1		FSC-A		FSC-A
217647	2		FSC-H		FSC-H
217648	6		PE-A	hCD14	CD14
217648	12		APC-H7-A	hFCGR3A	CD16
217650	11		Alexa Fluor 700-A	hCD3E	CD3
217650	13		Pacific Blue-A	hPDCD1	PD-1
217650	15		Time		Time
217651	5		FITC-A	hIGHD	IgD
217652	3	SSC	SSC-A	SSC	SSC-A
217652	5		FITC-A		CXC3CR1
217652	12		APC-H7-A	hFCGR3A	CD16
217653	4	SSC	SSC-H	SSC	SSC-H
217653	13		Pacific Blue-A	hCD86	CD86
217654	1		FSC-A		FSC-A
217655	5		FITC-A	hIGHD	IgD
217656	1		FSC-A		FSC-A
217656	5		FITC-A		CXC3CR1
217657	12		APC-H7-A	hITGAX	CD11c
217657	13		Pacific Blue-A	hCD86	CD86
217657	14		Pacific Orange-A		VIVID
217659	7		ECD-A	hCD19	CD19
217659	12		APC-H7-A	hCD27	CD27
217660	4	SSC	SSC-H	SSC	SSC-H
217662	3	SSC	SSC-A	SSC	SSC-A
217662	8		PE-Cy5-A	hCXCR3	CXCR3
217662	9		PE-Cy7-A	hICOS	ICOS
217663	9		PE-Cy7-A	hCD38	CD38
217663	11		Alexa Fluor 700-A		Alexa Fluor 700-A
217664	2		FSC-H		FSC-H
217664	15		Time		Time
217666	11		Alexa Fluor 700-A	hCD3E	CD3
217667	4	SSC	SSC-H	SSC	SSC-H
217667	6		PE-A	hCD24	CD24
217667	7		ECD-A	hCD19	CD19
217667	12		APC-H7-A	hCD27	CD27
217667	13		Pacific Blue-A	hCD86	CD86
217668	1		FSC-A		FSC-A
217668	3	SSC	SSC-A	SSC	SSC-A
217669	2		FSC-H		FSC-H
217669	13		Pacific Blue-A	hCD86	CD86
217670	4	SSC	SSC-H	SSC	SSC-H
217671	2		FSC-H		FSC-H
217671	6		PE-A	hCD24	CD24
217672	7		ECD-A	hCD2	CD2
217673	1		FSC-A		FSC-A
217673	12		APC-H7-A	hITGAX	CD11c
217673	13		Pacific Blue-A	hCD86	CD86
217674	7		ECD-A	hPTPRC/iso:h6	CD45RA
217675	8		PE-Cy5-A	hMS4A1	CD20
217676	7		ECD-A	hCD2	CD2
217676	10		APC-A	hSECISBP2L	SLAN
217677	2		FSC-H		FSC-H
217678	1		FSC-A		FSC-A
217678	3	SSC	SSC-A	SSC	SSC-A
217678	11		Alexa Fluor 700-A	hCD3E	CD3
217679	14		Pacific Orange-A	hCD3E, hCD14, VIVID	VIVID/CD3/CD14
217680	2		FSC-H		FSC-H
217680	5		FITC-A		CXC3CR1
217680	7		ECD-A	hCD2	CD2
217680	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217681	14		Pacific Orange-A		VIVID
217682	13		Pacific Blue-A	hPDCD1	PD-1
217684	1		FSC-A		FSC-A
217684	2		FSC-H		FSC-H
217684	4	SSC	SSC-H	SSC	SSC-H
217684	5		FITC-A		CXC3CR1
217685	3	SSC	SSC-A	SSC	SSC-A
217685	7		ECD-A	hCD2	CD2
217687	2		FSC-H		FSC-H
217687	3	SSC	SSC-A	SSC	SSC-A
217687	8		PE-Cy5-A	hMS4A1	CD20
217687	14		Pacific Orange-A	hCD3E, hCD14, VIVID	VIVID/CD3/CD14
217688	3	SSC	SSC-A	SSC	SSC-A
217688	5		FITC-A		CXC3CR1
217691	3	SSC	SSC-A	SSC	SSC-A
217691	6		PE-A	hCD24	CD24
217688	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217689	3	SSC	SSC-A	SSC	SSC-A
217690	8		PE-Cy5-A	hCXCR3	CXCR3
217690	14		Pacific Orange-A		VIVID
217692	8		PE-Cy5-A	hCD40	CD40
217692	13		Pacific Blue-A	hCD86	CD86
217692	15		Time		Time
217693	3	SSC	SSC-A	SSC	SSC-A
217694	6		PE-A	hCCR6	CCR6
217694	7		ECD-A	hPTPRC/iso:h6	CD45RA
217694	14		Pacific Orange-A		VIVID
217695	4	SSC	SSC-H	SSC	SSC-H
217695	7		ECD-A	hCD19	CD19
217696	11		Alexa Fluor 700-A	hHLA-DRA	DR
217696	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217697	6		PE-A	hCLEC4C	BDCA-2
217697	15		Time		Time
217698	5		FITC-A	hCXCR5	CXCR5
217698	9		PE-Cy7-A	hICOS	ICOS
217698	10		APC-A	hCD8A	CD8
217699	9		PE-Cy7-A	hCD38	CD38
217699	11		Alexa Fluor 700-A		Alexa Fluor 700-A
217701	1		FSC-A		FSC-A
217701	4	SSC	SSC-H	SSC	SSC-H
217701	5		FITC-A		LIN-1
217701	9		PE-Cy7-A	hCD1C	CD1c
217701	15		Time		Time
217702	1		FSC-A		FSC-A
217703	8		PE-Cy5-A	hMS4A1	CD20
217704	12		APC-H7-A	hFCGR3A	CD16
217704	13		Pacific Blue-A	hCD86	CD86
217705	10		APC-A	hTHBD	BDCA-3
217706	10		APC-A	hCD8A	CD8
217707	6		PE-A	hCD24	CD24
217707	9		PE-Cy7-A	hCD38	CD38
217709	5		FITC-A		LIN-1
217709	7		ECD-A	hCD2	CD2
217709	8		PE-Cy5-A	hCD40	CD40
217710	6		PE-A	hCCR6	CCR6
217710	9		PE-Cy7-A	hICOS	ICOS
217712	3	SSC	SSC-A	SSC	SSC-A
217712	6		PE-A	hCD14	CD14
217712	11		Alexa Fluor 700-A	hHLA-DRA	DR
217712	13		Pacific Blue-A	hCD86	CD86
217713	1		FSC-A		FSC-A
217713	2		FSC-H		FSC-H
217715	4	SSC	SSC-H	SSC	SSC-H
217715	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217715	12		APC-H7-A	hCD27	CD27
217715	14		Pacific Orange-A		VIVID
217716	6		PE-A	hCD14	CD14
217716	11		Alexa Fluor 700-A	hHLA-DRA	DR
217716	12		APC-H7-A	hFCGR3A	CD16
217717	2		FSC-H		FSC-H
217721	5		FITC-A		LIN-1
217718	13		Pacific Blue-A	hPDCD1	PD-1
217722	3	SSC	SSC-A	SSC	SSC-A
217722	4	SSC	SSC-H	SSC	SSC-H
217722	8		PE-Cy5-A	hCXCR3	CXCR3
217722	12		APC-H7-A	hCD4	CD4
217722	15		Time		Time
217723	8		PE-Cy5-A	hMS4A1	CD20
217725	5		FITC-A		LIN-1
217725	9		PE-Cy7-A	hCD1C	CD1c
217726	10		APC-A	hCD8A	CD8
217726	14		Pacific Orange-A		VIVID
217727	3	SSC	SSC-A	SSC	SSC-A
217727	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217727	12		APC-H7-A	hCD27	CD27
217728	2		FSC-H		FSC-H
217728	8		PE-Cy5-A	hCD40	CD40
217729	1		FSC-A		FSC-A
217729	11		Alexa Fluor 700-A	hHLA-DRA	DR
217730	5		FITC-A	hCXCR5	CXCR5
217733	6		PE-A	hCLEC4C	BDCA-2
217734	6		PE-A	hCCR6	CCR6
217734	9		PE-Cy7-A	hICOS	ICOS
217734	15		Time		Time
217735	4	SSC	SSC-H	SSC	SSC-H
217735	5		FITC-A	hIGHD	IgD
217735	6		PE-A	hCD24	CD24
217735	13		Pacific Blue-A	hCD86	CD86
217736	2		FSC-H		FSC-H
217737	2		FSC-H		FSC-H
217737	5		FITC-A		LIN-1
217737	15		Time		Time
217738	4	SSC	SSC-H	SSC	SSC-H
217738	5		FITC-A	hCXCR5	CXCR5
217738	7		ECD-A	hPTPRC/iso:h6	CD45RA
217738	9		PE-Cy7-A	hICOS	ICOS
217738	14		Pacific Orange-A		VIVID
217739	2		FSC-H		FSC-H
217739	14		Pacific Orange-A		VIVID
217739	15		Time		Time
217740	2		FSC-H		FSC-H
217740	15		Time		Time
217741	5		FITC-A		LIN-1
217741	7		ECD-A	hCD2	CD2
217741	9		PE-Cy7-A	hCD1C	CD1c
217742	13		Pacific Blue-A	hPDCD1	PD-1
217742	15		Time		Time
217743	7		ECD-A	hCD19	CD19
217744	2		FSC-H		FSC-H
217744	15		Time		Time
217745	1		FSC-A		FSC-A
217745	4	SSC	SSC-H	SSC	SSC-H
217745	13		Pacific Blue-A	hCD86	CD86
217745	15		Time		Time
217746	8		PE-Cy5-A	hCXCR3	CXCR3
217748	7		ECD-A	hCD2	CD2
217748	9		PE-Cy7-A	hCCR7	CCR7
217748	10		APC-A	hSECISBP2L	SLAN
217748	15		Time		Time
217749	7		ECD-A	hCD2	CD2
217750	4	SSC	SSC-H	SSC	SSC-H
217753	5		FITC-A		LIN-1
217753	10		APC-A	hTHBD	BDCA-3
217754	1		FSC-A		FSC-A
217754	9		PE-Cy7-A	hICOS	ICOS
217755	5		FITC-A	hIGHD	IgD
217755	10		APC-A	hSDC1	CD138
217755	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217756	5		FITC-A		CXC3CR1
217757	5		FITC-A		LIN-1
217757	9		PE-Cy7-A	hCD1C	CD1c
217757	13		Pacific Blue-A	hCD86	CD86
217757	14		Pacific Orange-A		VIVID
217758	4	SSC	SSC-H	SSC	SSC-H
217758	10		APC-A	hCD8A	CD8
217758	13		Pacific Blue-A	hPDCD1	PD-1
217759	4	SSC	SSC-H	SSC	SSC-H
217759	5		FITC-A	hIGHD	IgD
217759	10		APC-A	hSDC1	CD138
217759	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217760	3	SSC	SSC-A	SSC	SSC-A
217761	3	SSC	SSC-A	SSC	SSC-A
217761	8		PE-Cy5-A	hCD40	CD40
217762	2		FSC-H		FSC-H
217762	4	SSC	SSC-H	SSC	SSC-H
217762	6		PE-A	hCCR6	CCR6
217762	7		ECD-A	hPTPRC/iso:h6	CD45RA
217762	13		Pacific Blue-A	hPDCD1	PD-1
217762	14		Pacific Orange-A		VIVID
217763	2		FSC-H		FSC-H
217763	7		ECD-A	hCD19	CD19
217763	12		APC-H7-A	hCD27	CD27
217764	8		PE-Cy5-A	hCD40	CD40
217764	11		Alexa Fluor 700-A	hHLA-DRA	DR
217764	12		APC-H7-A	hFCGR3A	CD16
217764	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217765	6		PE-A	hCLEC4C	BDCA-2
217765	8		PE-Cy5-A	hCD40	CD40
217765	13		Pacific Blue-A	hCD86	CD86
217766	2		FSC-H		FSC-H
217767	2		FSC-H		FSC-H
217767	4	SSC	SSC-H	SSC	SSC-H
217767	6		PE-A	hCD24	CD24
217767	7		ECD-A	hCD19	CD19
217768	12		APC-H7-A	hFCGR3A	CD16
217768	13		Pacific Blue-A	hCD86	CD86
217768	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217769	12		APC-H7-A	hITGAX	CD11c
217770	1		FSC-A		FSC-A
217770	2		FSC-H		FSC-H
217771	2		FSC-H		FSC-H
217771	11		Alexa Fluor 700-A		Alexa Fluor 700-A
217772	2		FSC-H		FSC-H
217772	3	SSC	SSC-A	SSC	SSC-A
217772	9		PE-Cy7-A	hCCR7	CCR7
217773	6		PE-A	hCLEC4C	BDCA-2
217773	8		PE-Cy5-A	hCD40	CD40
217773	10		APC-A	hTHBD	BDCA-3
217774	2		FSC-H		FSC-H
217774	6		PE-A	hCCR6	CCR6
217775	8		PE-Cy5-A	hMS4A1	CD20
217776	9		PE-Cy7-A	hCCR7	CCR7
217777	1		FSC-A		FSC-A
217777	10		APC-A	hTHBD	BDCA-3
217781	2		FSC-H		FSC-H
217781	3	SSC	SSC-A	SSC	SSC-A
217779	7		ECD-A	hCD19	CD19
217779	8		PE-Cy5-A	hMS4A1	CD20
217779	10		APC-A	hSDC1	CD138
217782	4	SSC	SSC-H	SSC	SSC-H
217782	10		APC-A	hCD8A	CD8
217783	10		APC-A	hSDC1	CD138
217783	11		Alexa Fluor 700-A		Alexa Fluor 700-A
217783	12		APC-H7-A	hCD27	CD27
217784	1		FSC-A		FSC-A
217785	15		Time		Time
217787	1		FSC-A		FSC-A
217787	9		PE-Cy7-A	hCD38	CD38
217788	2		FSC-H		FSC-H
217789	2		FSC-H		FSC-H
217790	1		FSC-A		FSC-A
217790	8		PE-Cy5-A	hCXCR3	CXCR3
217790	12		APC-H7-A	hCD4	CD4
217791	5		FITC-A	hIGHD	IgD
217791	7		ECD-A	hCD19	CD19
217791	14		Pacific Orange-A	hCD3E, hCD14, VIVID	VIVID/CD3/CD14
217792	4	SSC	SSC-H	SSC	SSC-H
217792	6		PE-A	hCD14	CD14
217793	3	SSC	SSC-A	SSC	SSC-A
217793	11		Alexa Fluor 700-A	hHLA-DRA	DR
217794	7		ECD-A	hPTPRC/iso:h6	CD45RA
217794	8		PE-Cy5-A	hCXCR3	CXCR3
217795	2		FSC-H		FSC-H
217795	4	SSC	SSC-H	SSC	SSC-H
217795	12		APC-H7-A	hCD27	CD27
217795	15		Time		Time
217796	2		FSC-H		FSC-H
217796	8		PE-Cy5-A	hCD40	CD40
217797	3	SSC	SSC-A	SSC	SSC-A
217797	4	SSC	SSC-H	SSC	SSC-H
217798	4	SSC	SSC-H	SSC	SSC-H
217800	1		FSC-A		FSC-A
217800	13		Pacific Blue-A	hCD86	CD86
217801	8		PE-Cy5-A	hCD40	CD40
217801	14		Pacific Orange-A		VIVID
217802	8		PE-Cy5-A	hCXCR3	CXCR3
217802	15		Time		Time
217803	4	SSC	SSC-H	SSC	SSC-H
217803	5		FITC-A	hIGHD	IgD
217803	13		Pacific Blue-A	hCD86	CD86
217803	14		Pacific Orange-A	hCD3E, hCD14, VIVID	VIVID/CD3/CD14
217804	1		FSC-A		FSC-A
217804	5		FITC-A		CXC3CR1
217804	13		Pacific Blue-A	hCD86	CD86
217805	1		FSC-A		FSC-A
217807	8		PE-Cy5-A	hMS4A1	CD20
217807	12		APC-H7-A	hCD27	CD27
217807	10		APC-A	hSDC1	CD138
217807	13		Pacific Blue-A	hCD86	CD86
217807	15		Time		Time
217811	12		APC-H7-A	hCD27	CD27
217808	9		PE-Cy7-A	hCCR7	CCR7
217810	4	SSC	SSC-H	SSC	SSC-H
217810	11		Alexa Fluor 700-A	hCD3E	CD3
217812	8		PE-Cy5-A	hCD40	CD40
217812	15		Time		Time
217813	7		ECD-A	hCD2	CD2
217813	14		Pacific Orange-A		VIVID
217814	1		FSC-A		FSC-A
217814	8		PE-Cy5-A	hCXCR3	CXCR3
217815	3	SSC	SSC-A	SSC	SSC-A
217815	4	SSC	SSC-H	SSC	SSC-H
217815	5		FITC-A	hIGHD	IgD
217815	6		PE-A	hCD24	CD24
217815	7		ECD-A	hCD19	CD19
217816	5		FITC-A		CXC3CR1
217816	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217817	2		FSC-H		FSC-H
217817	7		ECD-A	hCD2	CD2
217817	9		PE-Cy7-A	hCD1C	CD1c
217817	15		Time		Time
217818	6		PE-A	hCCR6	CCR6
217819	5		FITC-A	hIGHD	IgD
217819	8		PE-Cy5-A	hMS4A1	CD20
217819	12		APC-H7-A	hCD27	CD27
217820	3	SSC	SSC-A	SSC	SSC-A
217820	13		Pacific Blue-A	hCD86	CD86
217821	9		PE-Cy7-A	hCD1C	CD1c
217821	10		APC-A	hTHBD	BDCA-3
217821	13		Pacific Blue-A	hCD86	CD86
217821	14		Pacific Orange-A		VIVID
217822	2		FSC-H		FSC-H
217823	1		FSC-A		FSC-A
217823	11		Alexa Fluor 700-A		Alexa Fluor 700-A
217824	13		Pacific Blue-A	hCD86	CD86
217825	9		PE-Cy7-A	hCD1C	CD1c
217826	3	SSC	SSC-A	SSC	SSC-A
217827	8		PE-Cy5-A	hMS4A1	CD20
217827	9		PE-Cy7-A	hCD38	CD38
217828	3	SSC	SSC-A	SSC	SSC-A
217828	7		ECD-A	hCD2	CD2
217829	6		PE-A	hCLEC4C	BDCA-2
217829	8		PE-Cy5-A	hCD40	CD40
217829	11		Alexa Fluor 700-A	hHLA-DRA	DR
217830	3	SSC	SSC-A	SSC	SSC-A
217830	7		ECD-A	hPTPRC/iso:h6	CD45RA
217830	11		Alexa Fluor 700-A	hCD3E	CD3
217830	12		APC-H7-A	hCD4	CD4
217830	14		Pacific Orange-A		VIVID
217831	2		FSC-H		FSC-H
217831	6		PE-A	hCD24	CD24
217831	15		Time		Time
217833	14		Pacific Orange-A		VIVID
217834	3	SSC	SSC-A	SSC	SSC-A
217834	6		PE-A	hCCR6	CCR6
217834	7		ECD-A	hPTPRC/iso:h6	CD45RA
217834	9		PE-Cy7-A	hICOS	ICOS
217834	11		Alexa Fluor 700-A	hCD3E	CD3
217834	12		APC-H7-A	hCD4	CD4
217835	14		Pacific Orange-A		VIVID
217836	7		ECD-A	hCD2	CD2
217837	1		FSC-A		FSC-A
217837	8		PE-Cy5-A	hCD40	CD40
217841	1		FSC-A		FSC-A
217841	14		Pacific Orange-A		VIVID
217838	3	SSC	SSC-A	SSC	SSC-A
217838	6		PE-A	hCCR6	CCR6
217838	12		APC-H7-A	hCD4	CD4
217839	9		PE-Cy7-A	hCD38	CD38
217842	3	SSC	SSC-A	SSC	SSC-A
217842	8		PE-Cy5-A	hCXCR3	CXCR3
217843	9		PE-Cy7-A	hCD38	CD38
217843	10		APC-A	hSDC1	CD138
